,LinkRef,LinkDescription,Date,TimePeriod,AverageJT,AverageSpeed,DataQuality,LinkLength,Flow
1678737,AL100,A414 between M1 J7 and A405 (AL100),20150318,88,148.77,109.13,3,4.5100002290000001,69.00
1678738,AL100,A414 between M1 J7 and A405 (AL100),20150318,89,165.01,98.39,3,4.5100002290000001,63.50
1678739,AL100,A414 between M1 J7 and A405 (AL100),20150318,90,147.96,109.73,1,4.5100002290000001,60.00
1678740,AL100,A414 between M1 J7 and A405 (AL100),20150318,91,147.96,109.73,1,4.5100002290000001,54.00
1678741,AL100,A414 between M1 J7 and A405 (AL100),20150318,92,147.96,109.73,1,4.5100002290000001,49.50
1678742,AL100,A414 between M1 J7 and A405 (AL100),20150318,93,147.96,109.73,1,4.5100002290000001,42.50
1678743,AL100,A414 between M1 J7 and A405 (AL100),20150318,94,147.96,109.73,1,4.5100002290000001,37.50
1678744,AL100,A414 between M1 J7 and A405 (AL100),20150318,95,155.50,104.41,3,4.5100002290000001,26.00
1678745,AL100,A414 between M1 J7 and A405 (AL100),20150319,00,142.33,114.07,1,4.5100002290000001,23.50
1678746,AL100,A414 between M1 J7 and A405 (AL100),20150319,01,150.85,107.63,1,4.5100002290000001,21.50
1678747,AL100,A414 between M1 J7 and A405 (AL100),20150319,02,159.36,101.88,1,4.5100002290000001,21.50
1678748,AL100,A414 between M1 J7 and A405 (AL100),20150319,03,159.36,101.88,1,4.5100002290000001,20.50
1678749,AL100,A414 between M1 J7 and A405 (AL100),20150319,04,159.36,101.88,1,4.5100002290000001,15.00
1678750,AL100,A414 between M1 J7 and A405 (AL100),20150319,05,175.38,92.58,3,4.5100002290000001,21.00
1678751,AL100,A414 between M1 J7 and A405 (AL100),20150319,06,144.96,112.00,3,4.5100002290000001,18.00
1678752,AL100,A414 between M1 J7 and A405 (AL100),20150319,07,118.67,136.82,3,4.5100002290000001,15.50
1678753,AL100,A414 between M1 J7 and A405 (AL100),20150319,08,151.00,107.52,3,4.5100002290000001,18.00
1678754,AL100,A414 between M1 J7 and A405 (AL100),20150319,09,157.43,103.13,3,4.5100002290000001,15.50
1678755,AL100,A414 between M1 J7 and A405 (AL100),20150319,10,159.18,102.00,3,4.5100002290000001,21.00
1678756,AL100,A414 between M1 J7 and A405 (AL100),20150319,11,162.75,99.76,3,4.5100002290000001,13.50
1678757,AL100,A414 between M1 J7 and A405 (AL100),20150319,12,169.13,96.00,3,4.5100002290000001,23.00
1678758,AL100,A414 between M1 J7 and A405 (AL100),20150319,13,143.60,113.06,3,4.5100002290000001,22.00
1678759,AL100,A414 between M1 J7 and A405 (AL100),20150319,14,169.21,95.95,3,4.5100002290000001,26.00
1678760,AL100,A414 between M1 J7 and A405 (AL100),20150319,15,153.90,105.50,3,4.5100002290000001,16.50
1678761,AL100,A414 between M1 J7 and A405 (AL100),20150319,16,161.05,100.81,3,4.5100002290000001,16.00
1678762,AL100,A414 between M1 J7 and A405 (AL100),20150319,17,145.14,111.86,3,4.5100002290000001,24.50
1678763,AL100,A414 between M1 J7 and A405 (AL100),20150319,18,163.70,99.18,3,4.5100002290000001,43.50
1678764,AL100,A414 between M1 J7 and A405 (AL100),20150319,19,151.71,107.02,3,4.5100002290000001,42.50
1678765,AL100,A414 between M1 J7 and A405 (AL100),20150319,20,157.93,102.81,3,4.5100002290000001,54.00
1678766,AL100,A414 between M1 J7 and A405 (AL100),20150319,21,141.51,114.73,1,4.5100002290000001,80.00
1678767,AL100,A414 between M1 J7 and A405 (AL100),20150319,22,141.51,114.73,1,4.5100002290000001,113.00
1678768,AL100,A414 between M1 J7 and A405 (AL100),20150319,23,141.51,114.73,1,4.5100002290000001,111.00
1678769,AL100,A414 between M1 J7 and A405 (AL100),20150319,24,150.61,107.80,1,4.5100002290000001,133.00
1678770,AL100,A414 between M1 J7 and A405 (AL100),20150319,25,159.71,101.66,1,4.5100002290000001,151.50
1678771,AL100,A414 between M1 J7 and A405 (AL100),20150319,26,155.92,104.13,1,4.5100002290000001,218.00
1678772,AL100,A414 between M1 J7 and A405 (AL100),20150319,27,145.31,111.73,1,4.5100002290000001,250.50
1678773,AL100,A414 between M1 J7 and A405 (AL100),20150319,28,150.33,108.00,1,4.5100002290000001,295.50
1678774,AL100,A414 between M1 J7 and A405 (AL100),20150319,29,146.36,110.93,1,4.5100002290000001,327.00
1678775,AL100,A414 between M1 J7 and A405 (AL100),20150319,30,141.18,115.00,1,4.5100002290000001,337.00
1678776,AL100,A414 between M1 J7 and A405 (AL100),20150319,31,197.91,82.04,1,4.5100002290000001,346.50
1678777,AL100,A414 between M1 J7 and A405 (AL100),20150319,32,254.64,63.76,1,4.5100002290000001,357.50
1678778,AL100,A414 between M1 J7 and A405 (AL100),20150319,33,188.72,86.03,1,4.5100002290000001,311.50
1678779,AL100,A414 between M1 J7 and A405 (AL100),20150319,34,187.66,86.52,1,4.5100002290000001,289.50
1678780,AL100,A414 between M1 J7 and A405 (AL100),20150319,35,170.38,95.29,1,4.5100002290000001,240.50
1678781,AL100,A414 between M1 J7 and A405 (AL100),20150319,36,153.10,106.05,1,4.5100002290000001,247.50
1678782,AL100,A414 between M1 J7 and A405 (AL100),20150319,37,165.27,98.24,1,4.5100002290000001,241.00
1678783,AL100,A414 between M1 J7 and A405 (AL100),20150319,38,161.05,100.81,1,4.5100002290000001,224.50
1678784,AL100,A414 between M1 J7 and A405 (AL100),20150319,39,156.82,103.53,1,4.5100002290000001,207.00
1678785,AL100,A414 between M1 J7 and A405 (AL100),20150319,40,157.34,103.19,1,4.5100002290000001,187.00
1678786,AL100,A414 between M1 J7 and A405 (AL100),20150319,41,160.31,101.28,1,4.5100002290000001,188.50
1678787,AL100,A414 between M1 J7 and A405 (AL100),20150319,42,147.17,110.32,1,4.5100002290000001,179.50
1678788,AL100,A414 between M1 J7 and A405 (AL100),20150319,43,134.03,121.14,1,4.5100002290000001,160.50
1678789,AL100,A414 between M1 J7 and A405 (AL100),20150319,44,165.47,98.12,1,4.5100002290000001,159.50
1678790,AL100,A414 between M1 J7 and A405 (AL100),20150319,45,157.77,102.91,1,4.5100002290000001,168.50
1678791,AL100,A414 between M1 J7 and A405 (AL100),20150319,46,121.19,133.97,1,4.5100002290000001,177.00
1678792,AL100,A414 between M1 J7 and A405 (AL100),20150319,47,146.27,111.00,1,4.5100002290000001,178.00
1678793,AL100,A414 between M1 J7 and A405 (AL100),20150319,48,171.34,94.76,1,4.5100002290000001,173.00
1678794,AL100,A414 between M1 J7 and A405 (AL100),20150319,49,163.03,99.59,1,4.5100002290000001,177.00
1678795,AL100,A414 between M1 J7 and A405 (AL100),20150319,50,154.72,104.94,1,4.5100002290000001,178.50
1678796,AL100,A414 between M1 J7 and A405 (AL100),20150319,51,154.72,104.94,1,4.5100002290000001,180.50
1678797,AL100,A414 between M1 J7 and A405 (AL100),20150319,52,157.10,103.35,1,4.5100002290000001,171.00
1678798,AL100,A414 between M1 J7 and A405 (AL100),20150319,53,159.47,101.81,1,4.5100002290000001,189.00
1678799,AL100,A414 between M1 J7 and A405 (AL100),20150319,54,159.47,101.81,1,4.5100002290000001,170.50
1678800,AL100,A414 between M1 J7 and A405 (AL100),20150319,55,151.98,106.83,1,4.5100002290000001,166.00
1678801,AL100,A414 between M1 J7 and A405 (AL100),20150319,56,139.20,116.64,1,4.5100002290000001,176.50
1678802,AL100,A414 between M1 J7 and A405 (AL100),20150319,57,144.99,111.98,1,4.5100002290000001,178.00
1678803,AL100,A414 between M1 J7 and A405 (AL100),20150319,58,156.12,104.00,1,4.5100002290000001,181.50
1678804,AL100,A414 between M1 J7 and A405 (AL100),20150319,59,144.33,112.49,1,4.5100002290000001,184.00
1678805,AL100,A414 between M1 J7 and A405 (AL100),20150319,60,157.66,102.98,1,4.5100002290000001,202.00
1678806,AL100,A414 between M1 J7 and A405 (AL100),20150319,61,170.98,94.96,1,4.5100002290000001,201.50
1678807,AL100,A414 between M1 J7 and A405 (AL100),20150319,62,150.64,107.78,1,4.5100002290000001,208.50
1678808,AL100,A414 between M1 J7 and A405 (AL100),20150319,63,157.63,103.00,1,4.5100002290000001,198.50
1678809,AL100,A414 between M1 J7 and A405 (AL100),20150319,64,164.62,98.63,1,4.5100002290000001,244.00
1678810,AL100,A414 between M1 J7 and A405 (AL100),20150319,65,202.19,80.30,1,4.5100002290000001,263.50
1678811,AL100,A414 between M1 J7 and A405 (AL100),20150319,66,155.29,104.55,1,4.5100002290000001,280.50
1678812,AL100,A414 between M1 J7 and A405 (AL100),20150319,67,184.27,88.11,1,4.5100002290000001,267.50
1678813,AL100,A414 between M1 J7 and A405 (AL100),20150319,68,184.27,88.11,1,4.5100002290000001,261.50
1678814,AL100,A414 between M1 J7 and A405 (AL100),20150319,69,179.07,90.67,1,4.5100002290000001,295.50
1678815,AL100,A414 between M1 J7 and A405 (AL100),20150319,70,179.07,90.67,1,4.5100002290000001,288.00
1678816,AL100,A414 between M1 J7 and A405 (AL100),20150319,71,158.71,102.30,1,4.5100002290000001,263.00
1678817,AL100,A414 between M1 J7 and A405 (AL100),20150319,72,138.34,117.36,1,4.5100002290000001,256.00
1678818,AL100,A414 between M1 J7 and A405 (AL100),20150319,73,151.06,107.48,1,4.5100002290000001,236.00
1678819,AL100,A414 between M1 J7 and A405 (AL100),20150319,74,157.73,102.94,1,4.5100002290000001,220.00
1678820,AL100,A414 between M1 J7 and A405 (AL100),20150319,75,164.40,98.76,1,4.5100002290000001,193.50
1678821,AL100,A414 between M1 J7 and A405 (AL100),20150319,76,157.63,103.00,1,4.5100002290000001,161.00
1678822,AL100,A414 between M1 J7 and A405 (AL100),20150319,77,157.63,103.00,1,4.5100002290000001,152.50
1678823,AL100,A414 between M1 J7 and A405 (AL100),20150319,78,157.63,103.00,1,4.5100002290000001,148.00
1678824,AL100,A414 between M1 J7 and A405 (AL100),20150319,79,155.89,104.15,3,4.5100002290000001,125.50
1678825,AL100,A414 between M1 J7 and A405 (AL100),20150319,80,148.77,109.13,3,4.5100002290000001,99.50
1678826,AL100,A414 between M1 J7 and A405 (AL100),20150319,81,132.81,122.25,3,4.5100002290000001,106.00
1678827,AL100,A414 between M1 J7 and A405 (AL100),20150319,82,140.46,115.59,3,4.5100002290000001,93.50
1678828,AL100,A414 between M1 J7 and A405 (AL100),20150319,83,152.45,106.50,3,4.5100002290000001,84.50
1678829,AL100,A414 between M1 J7 and A405 (AL100),20150319,84,166.14,97.72,3,4.5100002290000001,83.00
1678830,AL100,A414 between M1 J7 and A405 (AL100),20150319,85,164.18,98.89,3,4.5100002290000001,92.00
1678831,AL100,A414 between M1 J7 and A405 (AL100),20150319,86,154.53,105.07,3,4.5100002290000001,83.50
1678832,AL100,A414 between M1 J7 and A405 (AL100),20150319,87,133.01,122.07,1,4.5100002290000001,83.00
1678833,AL100,A414 between M1 J7 and A405 (AL100),20150319,88,133.01,122.07,1,4.5100002290000001,69.50
1678834,AL100,A414 between M1 J7 and A405 (AL100),20150319,89,133.01,122.07,1,4.5100002290000001,77.50
1678835,AL100,A414 between M1 J7 and A405 (AL100),20150319,90,133.01,122.07,1,4.5100002290000001,58.50
1678836,AL100,A414 between M1 J7 and A405 (AL100),20150319,91,138.52,117.21,1,4.5100002290000001,47.00
1678837,AL100,A414 between M1 J7 and A405 (AL100),20150319,92,138.52,117.21,1,4.5100002290000001,47.50
1678838,AL100,A414 between M1 J7 and A405 (AL100),20150319,93,138.52,117.21,1,4.5100002290000001,38.00
1678839,AL100,A414 between M1 J7 and A405 (AL100),20150319,94,138.52,117.21,1,4.5100002290000001,33.50
1678840,AL100,A414 between M1 J7 and A405 (AL100),20150319,95,147.71,109.92,3,4.5100002290000001,29.50
1678841,AL100,A414 between M1 J7 and A405 (AL100),20150320,00,147.07,110.40,1,4.5100002290000001,28.00
1678842,AL100,A414 between M1 J7 and A405 (AL100),20150320,01,147.07,110.40,1,4.5100002290000001,23.00
1678843,AL100,A414 between M1 J7 and A405 (AL100),20150320,02,147.07,110.40,1,4.5100002290000001,24.00
1678844,AL100,A414 between M1 J7 and A405 (AL100),20150320,03,135.89,119.48,3,4.5100002290000001,19.50
1678845,AL100,A414 between M1 J7 and A405 (AL100),20150320,04,155.83,104.19,3,4.5100002290000001,15.50
1678846,AL100,A414 between M1 J7 and A405 (AL100),20150320,05,153.81,105.56,3,4.5100002290000001,14.50
1678847,AL100,A414 between M1 J7 and A405 (AL100),20150320,06,148.60,109.26,3,4.5100002290000001,18.00
1678848,AL100,A414 between M1 J7 and A405 (AL100),20150320,07,151.44,107.21,3,4.5100002290000001,13.50
1678849,AL100,A414 between M1 J7 and A405 (AL100),20150320,08,158.29,102.57,3,4.5100002290000001,15.00
1678850,AL100,A414 between M1 J7 and A405 (AL100),20150320,09,173.97,93.33,3,4.5100002290000001,12.50
1678851,AL100,A414 between M1 J7 and A405 (AL100),20150320,10,168.06,96.61,3,4.5100002290000001,15.00
1678852,AL100,A414 between M1 J7 and A405 (AL100),20150320,11,164.27,98.84,3,4.5100002290000001,19.00
1678853,AL100,A414 between M1 J7 and A405 (AL100),20150320,12,170.39,95.29,3,4.5100002290000001,20.50
1678854,AL100,A414 between M1 J7 and A405 (AL100),20150320,13,158.08,102.71,3,4.5100002290000001,20.00
1678855,AL100,A414 between M1 J7 and A405 (AL100),20150320,14,155.21,104.61,3,4.5100002290000001,28.00
1678856,AL100,A414 between M1 J7 and A405 (AL100),20150320,15,153.28,105.92,3,4.5100002290000001,22.50
1678857,AL100,A414 between M1 J7 and A405 (AL100),20150320,16,149.05,108.93,3,4.5100002290000001,20.00
1678858,AL100,A414 between M1 J7 and A405 (AL100),20150320,17,162.67,99.81,3,4.5100002290000001,22.50
1678859,AL100,A414 between M1 J7 and A405 (AL100),20150320,18,157.08,103.36,3,4.5100002290000001,40.50
1678860,AL100,A414 between M1 J7 and A405 (AL100),20150320,19,153.21,105.97,3,4.5100002290000001,43.50
1678861,AL100,A414 between M1 J7 and A405 (AL100),20150320,20,157.04,103.39,3,4.5100002290000001,56.50
1678862,AL100,A414 between M1 J7 and A405 (AL100),20150320,21,157.34,103.19,1,4.5100002290000001,81.00
1678863,AL100,A414 between M1 J7 and A405 (AL100),20150320,22,157.34,103.19,1,4.5100002290000001,116.00
1678864,AL100,A414 between M1 J7 and A405 (AL100),20150320,23,157.34,103.19,1,4.5100002290000001,103.00
1678865,AL100,A414 between M1 J7 and A405 (AL100),20150320,24,149.70,108.46,1,4.5100002290000001,129.50
1678866,AL100,A414 between M1 J7 and A405 (AL100),20150320,25,133.27,121.83,1,4.5100002290000001,153.00
1678867,AL100,A414 between M1 J7 and A405 (AL100),20150320,26,158.20,102.63,1,4.5100002290000001,222.50
1678868,AL100,A414 between M1 J7 and A405 (AL100),20150320,27,155.13,104.66,1,4.5100002290000001,258.00
1678869,AL100,A414 between M1 J7 and A405 (AL100),20150320,28,151.38,107.25,1,4.5100002290000001,301.50
1678870,AL100,A414 between M1 J7 and A405 (AL100),20150320,29,150.92,107.58,1,4.5100002290000001,296.00
1678871,AL100,A414 between M1 J7 and A405 (AL100),20150320,30,155.00,104.75,1,4.5100002290000001,324.00
1678872,AL100,A414 between M1 J7 and A405 (AL100),20150320,31,179.10,90.65,1,4.5100002290000001,309.00
1678873,AL100,A414 between M1 J7 and A405 (AL100),20150320,32,203.20,79.90,1,4.5100002290000001,321.50
1678874,AL100,A414 between M1 J7 and A405 (AL100),20150320,33,322.14,50.40,1,4.5100002290000001,286.00
1678875,AL100,A414 between M1 J7 and A405 (AL100),20150320,34,247.88,65.50,1,4.5100002290000001,255.50
1678876,AL100,A414 between M1 J7 and A405 (AL100),20150320,35,173.81,93.41,1,4.5100002290000001,206.50
1678877,AL100,A414 between M1 J7 and A405 (AL100),20150320,36,171.58,94.63,1,4.5100002290000001,229.00
1678878,AL100,A414 between M1 J7 and A405 (AL100),20150320,37,169.35,95.87,1,4.5100002290000001,230.50
1678879,AL100,A414 between M1 J7 and A405 (AL100),20150320,38,167.69,96.82,1,4.5100002290000001,206.00
1678880,AL100,A414 between M1 J7 and A405 (AL100),20150320,39,135.42,119.89,1,4.5100002290000001,181.50
1678881,AL100,A414 between M1 J7 and A405 (AL100),20150320,40,155.09,104.69,1,4.5100002290000001,175.00
1678882,AL100,A414 between M1 J7 and A405 (AL100),20150320,41,147.31,110.22,1,4.5100002290000001,173.50
1678883,AL100,A414 between M1 J7 and A405 (AL100),20150320,42,172.34,94.21,1,4.5100002290000001,163.00
1678884,AL100,A414 between M1 J7 and A405 (AL100),20150320,43,167.35,97.02,1,4.5100002290000001,163.00
1678885,AL100,A414 between M1 J7 and A405 (AL100),20150320,44,153.46,105.80,1,4.5100002290000001,155.00
1678886,AL100,A414 between M1 J7 and A405 (AL100),20150320,45,153.91,105.49,1,4.5100002290000001,170.00
1678887,AL100,A414 between M1 J7 and A405 (AL100),20150320,46,158.01,102.75,1,4.5100002290000001,168.00
1678888,AL100,A414 between M1 J7 and A405 (AL100),20150320,47,155.92,104.13,1,4.5100002290000001,178.00
1678889,AL100,A414 between M1 J7 and A405 (AL100),20150320,48,162.36,100.00,1,4.5100002290000001,176.50
1678890,AL100,A414 between M1 J7 and A405 (AL100),20150320,49,157.63,103.00,1,4.5100002290000001,182.00
1678891,AL100,A414 between M1 J7 and A405 (AL100),20150320,50,159.09,102.06,1,4.5100002290000001,182.50
1678892,AL100,A414 between M1 J7 and A405 (AL100),20150320,51,160.55,101.13,1,4.5100002290000001,191.50
1678893,AL100,A414 between M1 J7 and A405 (AL100),20150320,52,160.55,101.13,1,4.5100002290000001,186.00
1678894,AL100,A414 between M1 J7 and A405 (AL100),20150320,53,164.02,98.99,1,4.5100002290000001,196.00
1678895,AL100,A414 between M1 J7 and A405 (AL100),20150320,54,167.49,96.94,1,4.5100002290000001,196.00
1678896,AL100,A414 between M1 J7 and A405 (AL100),20150320,55,167.49,96.94,1,4.5100002290000001,190.00
1678897,AL100,A414 between M1 J7 and A405 (AL100),20150320,56,165.75,97.95,1,4.5100002290000001,211.00
1678898,AL100,A414 between M1 J7 and A405 (AL100),20150320,57,164.00,99.00,1,4.5100002290000001,199.00
1678899,AL100,A414 between M1 J7 and A405 (AL100),20150320,58,139.52,116.37,1,4.5100002290000001,208.00
1678900,AL100,A414 between M1 J7 and A405 (AL100),20150320,59,143.63,113.04,1,4.5100002290000001,215.50
1678901,AL100,A414 between M1 J7 and A405 (AL100),20150320,60,150.47,107.90,1,4.5100002290000001,221.50
1678902,AL100,A414 between M1 J7 and A405 (AL100),20150320,61,157.30,103.22,1,4.5100002290000001,220.50
1678903,AL100,A414 between M1 J7 and A405 (AL100),20150320,62,149.91,108.30,1,4.5100002290000001,240.00
1678904,AL100,A414 between M1 J7 and A405 (AL100),20150320,63,142.51,113.93,1,4.5100002290000001,234.50
1678905,AL100,A414 between M1 J7 and A405 (AL100),20150320,64,131.56,123.41,1,4.5100002290000001,259.50
1678906,AL100,A414 between M1 J7 and A405 (AL100),20150320,65,127.30,127.54,1,4.5100002290000001,264.00
1678907,AL100,A414 between M1 J7 and A405 (AL100),20150320,66,183.46,88.50,1,4.5100002290000001,272.00
1678908,AL100,A414 between M1 J7 and A405 (AL100),20150320,67,141.84,114.47,1,4.5100002290000001,262.00
1678909,AL100,A414 between M1 J7 and A405 (AL100),20150320,68,158.37,102.52,1,4.5100002290000001,272.50
1678910,AL100,A414 between M1 J7 and A405 (AL100),20150320,69,136.16,119.24,1,4.5100002290000001,290.50
1678911,AL100,A414 between M1 J7 and A405 (AL100),20150320,70,136.16,119.24,1,4.5100002290000001,274.50
1678912,AL100,A414 between M1 J7 and A405 (AL100),20150320,71,136.61,118.85,1,4.5100002290000001,245.00
1678913,AL100,A414 between M1 J7 and A405 (AL100),20150320,72,137.05,118.47,1,4.5100002290000001,228.00
1678914,AL100,A414 between M1 J7 and A405 (AL100),20150320,73,137.05,118.47,1,4.5100002290000001,211.50
1678915,AL100,A414 between M1 J7 and A405 (AL100),20150320,74,131.26,123.69,1,4.5100002290000001,188.50
1678916,AL100,A414 between M1 J7 and A405 (AL100),20150320,75,150.35,107.99,1,4.5100002290000001,184.00
1678917,AL100,A414 between M1 J7 and A405 (AL100),20150320,76,145.08,111.91,1,4.5100002290000001,162.50
1678918,AL100,A414 between M1 J7 and A405 (AL100),20150320,77,139.80,116.14,1,4.5100002290000001,143.00
1678919,AL100,A414 between M1 J7 and A405 (AL100),20150320,78,156.96,103.44,1,4.5100002290000001,134.00
1678920,AL100,A414 between M1 J7 and A405 (AL100),20150320,79,156.96,103.44,1,4.5100002290000001,120.50
1678921,AL100,A414 between M1 J7 and A405 (AL100),20150320,80,156.12,104.00,1,4.5100002290000001,106.00
1678922,AL100,A414 between M1 J7 and A405 (AL100),20150320,81,156.12,104.00,1,4.5100002290000001,97.50
1678923,AL100,A414 between M1 J7 and A405 (AL100),20150320,82,153.59,105.71,1,4.5100002290000001,90.50
1678924,AL100,A414 between M1 J7 and A405 (AL100),20150320,83,126.20,128.65,1,4.5100002290000001,80.50
